0,Team 0,0,Scraggy,Shroomish,Teddiursa,Type: Null,Croconaw,Goldeen
0,Team 1,0,Pyukumuku,Crabominable,Remoraid,Mandibuzz,Machamp,Infernape
0,Team 2,0,Nidoking,Doduo,Scrafty,Gourgeist,Tynamo,Shuckle
0,Team 3,0,Phione,Lampent,Medicham,Cherubi,Quilava,Dwebble
0,Team 4,0,Snivy,Houndoom,Togekiss,Frillish,Chespin,Vullaby
0,Team 5,0,Wailord,Kricketune,Stunky,Darumaka,Yanma,Furfrou
0,Team 6,0,Donphan,Weepinbell,Snivy,Murkrow,Golem,Vaporeon
0,Team 7,0,Bellsprout,Scizor,Nidoqueen,Misdreavus,Arbok,Caterpie
0,Team 8,0,Murkrow,Whismur,Seviper,Venomoth,Meowstic-F,Kabuto
0,Team 9,0,Vanilluxe,Deerling,Torkoal,Horsea,Chikorita,Vivillon
0,Team 10,0,Crabominable,Oddish,Slowking,Bronzor,Metagross,Golbat
0,Team 11,0,Vulpix,Masquerain,Vileplume,Omanyte,Slowbro,Turtonator
0,Team 12,0,Yamask,Solosis,Milotic,Pansear,Furfrou,Drowzee
0,Team 13,0,Magnezone,Karrablast,Wartortle,Stantler,Pignite,Vulpix
0,Team 14,0,Kirlia,Yanmega,Altaria,Politoed,Horsea,Mudsdale
0,Team 15,0,Skitty,Bisharp,Baltoy,Luxio,Swellow,Sceptile
0,Team 16,0,Kakuna,Purrloin,Drifblim,Gligar,Lanturn,Slurpuff
0,Team 17,0,Relicanth,Brionne,Lopunny,Pikachu,Mudkip,Granbull
0,Team 18,0,Pansear,Lapras,Emolga,Lucario,Noivern,Aerodactyl
0,Team 19,0,Elgyem,Dewgong,Granbull,Dragalge,Piplup,Sneasel
0,Team 20,0,Bibarel,Aron,Jangmo-o,Bergmite,Clauncher,Kangaskhan
0,Team 21,0,Dwebble,Surskit,Trubbish,Graveler,Natu,Gible
0,Team 22,0,Ralts,Vanillite,Dhelmise,Marill,Floette,Skiddo
0,Team 23,0,Whiscash,Wooper,Sealeo,Squirtle,Mantine,Swalot
0,Team 24,0,Mankey,Foongus,Cradily,Trevenant,Samurott,Sandshrew
0,Team 25,0,Togetic,Flabebe,Lombre,Dwebble,Persian,Kirlia
0,Team 26,0,Tsareena,Bellsprout,Noivern,Ducklett,Deino,Hakamo-o
0,Team 27,0,Wigglytuff,Lapras,Chatot,Chandelure,Beedrill,Pichu
0,Team 28,0,Snover,Nidoking,Dustox,Kangaskhan,Roserade,Simisage
0,Team 29,0,Vanillish,Woobat,Vikavolt,Skarmory,Heatmor,Zigzagoon
0,Team 30,0,Kabuto,Araquanid,Banette,Dragonair,Pinsir,Mantyke
0,Team 31,0,Hitmontop,Bronzor,Granbull,Wailmer,Panpour,Cherrim
0,Team 32,0,Sunkern,Nincada,Simipour,Ninjask,Masquerain,Zoroark
0,Team 33,0,Rampardos,Victreebel,Gorebyss,Shiftry,Zigzagoon,Liepard
0,Team 34,0,Salandit,Munchlax,Walrein,Mankey,Toucannon,Sentret
0,Team 35,0,Whiscash,Metapod,Treecko,Sharpedo,Dusknoir,Chimecho
0,Team 36,0,Archen,Roserade,Bruxish,Sableye,Togedemaru,Sewaddle
0,Team 37,0,Torracat,Shiftry,Honchkrow,Masquerain,Vanillite,Shelmet
0,Team 38,0,Castform,Swalot,Furret,Vullaby,Machamp,Shellos
0,Team 39,0,Golurk,Oddish,Druddigon,Torterra,Kecleon,Meowth
0,Team 40,0,Meowstic-M,Trevenant,Steenee,Pichu,Bidoof,Azurill
0,Team 41,0,Solrock,Altaria,Munchlax,Mandibuzz,Porygon,Charmeleon
0,Team 42,0,Mimikyu,Crabominable,Sandygast,Sawsbuck,Tangela,Yanmega
0,Team 43,0,Steelix,Mantine,Mudbray,Ditto,Excadrill,Wingull
0,Team 44,0,Salandit,Hawlucha,Cacturne,Stantler,Hitmonchan,Krookodile
0,Team 45,0,Seadra,Masquerain,Hydreigon,Infernape,Liepard,Krookodile
0,Team 46,0,Swoobat,Drampa,Sunflora,Delphox,Passimian,Camerupt
0,Team 47,0,Darmanitan,Tentacruel,Paras,Quilladin,Ponyta,Garbodor
0,Team 48,0,Porygon2,Houndoom,Trevenant,Pikipek,Shelgon,Poliwag
0,Team 49,0,Mienshao,Joltik,Sandslash,Nidoran-F,Donphan,Hakamo-o
1,Team 18,0,Pansear,Lapras,Emolga,Lucario,Noivern,Aerodactyl
1,Team 28,0,Snover,Nidoking,Dustox,Kangaskhan,Roserade,Simisage
1,Team 10,0,Crabominable,Oddish,Slowking,Bronzor,Metagross,Golbat
1,Team 45,0,Seadra,Masquerain,Hydreigon,Infernape,Liepard,Krookodile
1,Team 48,0,Porygon2,Houndoom,Trevenant,Pikipek,Shelgon,Poliwag
1,Team 47,0,Darmanitan,Tentacruel,Paras,Quilladin,Ponyta,Garbodor
1,Team 17,0,Relicanth,Brionne,Lopunny,Pikachu,Mudkip,Granbull
1,Team 46,0,Swoobat,Drampa,Sunflora,Delphox,Passimian,Camerupt
1,Team 44,0,Salandit,Hawlucha,Cacturne,Stantler,Hitmonchan,Krookodile
1,Team 15,0,Skitty,Bisharp,Baltoy,Luxio,Swellow,Sceptile
1,Team 50,0,Porygon2,Houndoom,Honchkrow,Pikipek,Shelgon,Poliwag
1,Team 51,0,Sunkern,Scizor,Simipour,Ninjask,Masquerain,Caterpie
1,Team 52,0,Salandit,Brionne,Lopunny,Pikachu,Hitmonchan,Granbull
1,Team 53,0,Mimikyu,Metapod,Sandygast,Sawsbuck,Tangela,Chimecho
1,Team 54,0,Skitty,Kricketune,Stunky,Luxio,Yanma,Sceptile
1,Team 55,0,Bellsprout,Scizor,Cradily,Misdreavus,Samurott,Sandshrew
1,Team 56,0,Tsareena,Drampa,Noivern,Delphox,Deino,Hakamo-o
1,Team 57,0,Bellsprout,Scizor,Nidoqueen,Misdreavus,Arbok,Aerodactyl
1,Team 58,0,Elgyem,Karrablast,Wartortle,Dragalge,Piplup,Vulpix
1,Team 59,0,Kabuto,Roserade,Bruxish,Dragonair,Togedemaru,Mantyke
1,Team 60,0,Elgyem,Masquerain,Vileplume,Omanyte,Slowbro,Turtonator
1,Team 61,0,Rampardos,Oddish,Druddigon,Shiftry,Kecleon,Liepard
1,Team 62,0,Torracat,Tentacruel,Honchkrow,Quilladin,Vanillite,Garbodor
1,Team 63,0,Castform,Swalot,Furret,Vullaby,Machamp,Drowzee
1,Team 64,0,Kirlia,Yanmega,Altaria,Politoed,Chikorita,Vivillon
1,Team 65,0,Salandit,Shiftry,Cacturne,Stantler,Hitmonchan,Krookodile
1,Team 66,0,Pansear,Lapras,Emolga,Shiftry,Zigzagoon,Liepard
1,Team 67,0,Snover,Altaria,Noivern,Kangaskhan,Porygon,Simisage
